generation,P_comb1,P_comb2,P_comb3,MBF
0,0.769490,0.216328,0.014181,8.315915
1,0.549194,0.083683,0.367123,8.349252
2,0.549194,0.083683,0.367123,8.349252
3,0.549194,0.083683,0.367123,8.349252
4,0.549194,0.083683,0.367123,8.349252
5,0.549194,0.083683,0.367123,8.349252
6,0.549194,0.083683,0.367123,8.349252
7,0.549194,0.083683,0.367123,8.349252
8,0.549194,0.083683,0.367123,8.349252
