evaluation,fitness
5610,9.89251792319937
5630,9.89251792319937
5650,9.89251792319937
5670,9.89251792319937
5690,9.89251792319937
5710,9.89251792319937
5730,9.89251792319937
5750,9.89251792319937
5770,9.89251792319937
5790,9.89251792319937
5810,9.89251792319937
5830,9.89251792319937
5850,9.89251792319937
5870,9.89251792319937
5890,9.89251792319937
5910,9.89251792319937
5930,9.89251792319937
5950,9.89251792319937
5970,9.89251792319937
5990,9.89251792319937
6010,9.89251792319937
6030,9.89251792319937
6050,9.89251792319937
6070,9.89251792319937
6090,9.89251792319937
6110,9.89251792319937
6130,9.89251792319937
6150,9.89251792319937
6170,9.89251792319937
6190,9.89251792319937
6210,9.89251792319937
6230,9.89251792319937
6250,9.89251792319937
6270,9.89251792319937
6290,9.89251792319937
6310,9.89251792319937
6330,9.89251792319937
6350,9.89251792319937
6370,9.89251792319937
6390,9.89251792319937
6410,9.89251792319937
6430,9.89251792319937
6450,9.89251792319937
6470,9.89251792319937
6490,9.89251792319937
6510,9.944611506511018
6530,9.944611506511018
6550,9.944611506511018
6570,9.944611506511018
6590,9.944611506511018
6610,9.944611506511018
6630,9.944611506511018
6650,9.944611506511018
6670,9.944611506511018
6690,9.944611506511018
6710,9.944611506511018
6730,9.944611506511018
6750,9.944611506511018
6770,9.944611506511018
6790,9.944611506511018
6810,9.944611506511018
6830,9.944611506511018
6850,9.944611506511018
6870,9.944611506511018
6890,9.944611506511018
6910,9.944611506511018
6930,9.944611506511018
6950,9.944611506511018
6970,9.944611506511018
6990,9.944611506511018
7010,9.944611506511018
7030,9.944611506511018
7050,9.944611506511018
7070,9.944611506511018
7090,9.944611506511018
7110,9.944611506511018
7130,9.944611506511018
7150,9.944611506511018
7170,9.944611506511018
7190,9.944611506511018
7210,9.944611506511018
7230,9.944611506511018
7250,9.944611506511018
7270,9.944611506511018
7290,9.944611506511018
7310,9.944611506511018
7330,9.944611506511018
7350,9.944611506511018
7370,9.944611506511018
7390,9.944611506511018
7410,9.944611506511018
7430,9.944611506511018
7450,9.944611506511018
7470,9.944611506511018
7490,9.944611506511018
7510,9.944611506511018
7530,9.944611506511018
7550,9.944611506511018
7570,9.944611506511018
7590,9.944611506511018
7610,9.944611506511018
7630,9.944611506511018
7650,9.944611506511018
7670,9.945880738873607
7690,9.945880738873607
7710,9.945880738873607
7730,9.945880738873607
7750,9.945880738873607
7770,9.945880738873607
7790,9.945880738873607
7810,9.945880738873607
7830,9.945880738873607
7850,9.945880738873607
7870,9.945880738873607
7890,9.945880738873607
7910,9.945880738873607
7930,9.945880738873607
7950,9.945880738873607
7970,9.945880738873607
7990,9.945880738873607
8010,9.945880738873607
8030,9.945880738873607
8050,9.945880738873607
8070,9.945880738873607
8090,9.945880738873607
8110,9.945880738873607
8130,9.945880738873607
8150,9.945880738873607
8170,9.95799019105972
8190,9.95799019105972
8210,9.95799019105972
8230,9.95799019105972
8250,9.95799019105972
8270,9.95799019105972
8290,9.95799019105972
8310,9.95799019105972
8330,9.95799019105972
8350,9.95799019105972
8370,9.95799019105972
8390,9.95799019105972
8410,9.95799019105972
8430,9.95799019105972
8450,9.95799019105972
8470,9.95799019105972
8490,9.95799019105972
8510,9.95799019105972
8530,9.95799019105972
8550,9.95799019105972
8570,9.95799019105972
8590,9.95799019105972
8610,9.95799019105972
8630,9.95799019105972
8650,9.95799019105972
8670,9.95799019105972
8690,9.95799019105972
8710,9.95799019105972
8730,9.95799019105972
8750,9.95799019105972
8770,9.95799019105972
8790,9.95799019105972
8810,9.95799019105972
8830,9.95799019105972
8850,9.976862811566198
8870,9.976862811566198
8890,9.976862811566198
8910,9.976862811566198
8930,9.976862811566198
8950,9.976862811566198
8970,9.976862811566198
8990,9.976862811566198
9010,9.976862811566198
9030,9.976862811566198
9050,9.976862811566198
9070,9.976862811566198
9090,9.976862811566198
9110,9.976862811566198
9130,9.976862811566198
9150,9.976862811566198
9170,9.976862811566198
9190,9.976862811566198
9210,9.976862811566198
9230,9.976862811566198
9250,9.976862811566198
9270,9.976862811566198
9290,9.976862811566198
9310,9.976862811566198
9330,9.976862811566198
9350,9.976862811566198
9370,9.976862811566198
9390,9.976862811566198
9410,9.976862811566198
9430,9.976862811566198
9450,9.976862811566198
9470,9.976862811566198
9490,9.976862811566198
9510,9.976862811566198
9530,9.976862811566198
9550,9.976862811566198
9570,9.976862811566198
9590,9.976862811566198
9610,9.976862811566198
9630,9.976862811566198
9650,9.976862811566198
9670,9.976862811566198
9690,9.976862811566198
9710,9.976862811566198
9730,9.976862811566198
9750,9.976862811566198
9770,9.976862811566198
9790,9.976862811566198
9810,9.976862811566198
9830,9.976862811566198
9850,9.976862811566198
9870,9.976862811566198
9890,9.976862811566198
9910,9.976862811566198
9930,9.976862811566198
9950,9.976862811566198
9970,9.976862811566198
9990,9.976862811566198
Your code has thrown an Exception/Error!
This would halt execution (the best score achieved so far would be assigned)
Score: 9.976862811566198
Runtime: 959ms
