generation,P_comb1,P_comb2,P_comb3,MBF
0,0.473448,0.280227,0.246324,9.985424
1,0.571334,0.356723,0.071943,9.988813
2,0.571334,0.356723,0.071943,9.988813
3,0.571334,0.356723,0.071943,9.988813
4,0.571334,0.356723,0.071943,9.988813
5,0.571334,0.356723,0.071943,9.988813
6,0.571334,0.356723,0.071943,9.988813
7,0.571334,0.356723,0.071943,9.988813
8,0.571334,0.356723,0.071943,9.988813
