generation,P_comb1,P_comb2,P_comb3,MBF
0,0.423856,0.205655,0.370489,8.324712
1,0.605318,0.123575,0.271107,8.452984
2,0.820668,0.089330,0.090002,8.545981
3,0.820668,0.089330,0.090002,8.545981
4,0.820668,0.089330,0.090002,8.545981
5,0.820668,0.089330,0.090002,8.545981
6,0.820668,0.089330,0.090002,8.545981
7,0.820668,0.089330,0.090002,8.545981
8,0.820668,0.089330,0.090002,8.545981
