generation,P_comb1,P_comb2,P_comb3,MBF
0,0.848806,0.138483,0.012711,8.402236
1,0.936326,0.030352,0.033323,8.446037
2,0.914494,0.032482,0.053024,8.675400
3,0.914494,0.032482,0.053024,8.675400
4,0.914494,0.032482,0.053024,8.675400
5,0.914494,0.032482,0.053024,8.675400
6,0.914494,0.032482,0.053024,8.675400
7,0.914494,0.032482,0.053024,8.675400
8,0.914494,0.032482,0.053024,8.675400
