generation,P_comb1,P_comb2,P_comb3,MBF
0,0.493966,0.163476,0.342558,8.266995
1,0.493966,0.163476,0.342558,8.266995
2,0.637459,0.107433,0.255108,8.408488
3,0.637459,0.107433,0.255108,8.408488
4,0.637459,0.107433,0.255108,8.408488
5,0.637459,0.107433,0.255108,8.408488
6,0.637459,0.107433,0.255108,8.408488
