p1,p2,p3,MBF
0.501991,0.362604,0.135405,9.975423283
0.501991,0.362604,0.135405,9.985217644
0.501991,0.362604,0.135405,9.994297484
0.501991,0.362604,0.135405,9.982363579
0.501991,0.362604,0.135405,9.995723216
0.501991,0.362604,0.135405,9.969588244
0.501991,0.362604,0.135405,9.977740542
0.501991,0.362604,0.135405,9.982753226
0.501991,0.362604,0.135405,9.980906969
0.501991,0.362604,0.135405,9.973987038
