p1,p2,p3,MBF
0.343576,0.338008,0.343576,7.697975636
0.343576,0.338008,0.343576,7.779715185
0.343576,0.338008,0.343576,8.554274865
0.343576,0.338008,0.343576,8.229207654
0.343576,0.338008,0.343576,7.759057583
0.343576,0.338008,0.343576,8.240194241
0.343576,0.338008,0.343576,8.147606886
0.343576,0.338008,0.343576,8.190132906
0.343576,0.338008,0.343576,8.790950739
0.343576,0.338008,0.343576,8.270089921
