p1,p2,p3,MBF
0.914494,0.032482,0.053024,9.03393152
0.914494,0.032482,0.053024,7.996506869
0.914494,0.032482,0.053024,7.258615894
0.914494,0.032482,0.053024,7.299007446
0.914494,0.032482,0.053024,7.479576377
0.914494,0.032482,0.053024,9.270321136
0.914494,0.032482,0.053024,8.748239042
0.914494,0.032482,0.053024,6.533749067
0.914494,0.032482,0.053024,7.955089746
0.914494,0.032482,0.053024,6.13933922
