p1,p2,p3,MBF
0.318416,0.338008,0.343576,9.994481236
0.318416,0.338008,0.343576,9.982263328
0.318416,0.338008,0.343576,9.992704651
0.318416,0.338008,0.343576,9.977341942
0.318416,0.338008,0.343576,9.990265138
0.318416,0.338008,0.343576,9.995244393
0.318416,0.338008,0.343576,9.955948759
0.318416,0.338008,0.343576,9.990600469
0.318416,0.338008,0.343576,9.975055834
0.318416,0.338008,0.343576,9.989304395
