p1,p2,p3,MBF
0.420885,0.183024,0.396091,9.950238206
0.420885,0.183024,0.396091,9.990998122
0.420885,0.183024,0.396091,9.994296883
0.420885,0.183024,0.396091,9.971279061
0.420885,0.183024,0.396091,9.979764071
0.420885,0.183024,0.396091,9.971342758
0.420885,0.183024,0.396091,9.98864921
0.420885,0.183024,0.396091,9.98804962
0.420885,0.183024,0.396091,9.986160617
0.420885,0.183024,0.396091,9.977076925
