MBF,xover,mutation,mixingfactor,p1,p2,p3
0.000001,1,6,1.0,-,0.05,0.1
0.000001,1,6,1.0,-,0.1,0.01
0.000001,1,6,1.0,-,0.1,0.05
0.000000,1,6,1.0,-,0.1,0.1
0.053688,2,4,0.0,0.01,-,-
0.000204,2,4,0.0,0.05,-,-
0.000260,2,4,0.0,0.1,-,-
0.000002,2,4,0.25,0.01,-,-
0.002167,2,4,0.25,0.05,-,-
0.000066,2,4,0.25,0.1,-,-
0.002599,2,4,0.5,0.01,-,-
0.000419,2,4,0.5,0.05,-,-
0.000617,2,4,0.5,0.1,-,-
0.113908,2,4,0.75,0.01,-,-
0.000594,2,4,0.75,0.05,-,-
0.000000,2,4,0.75,0.1,-,-
0.002443,2,4,1.0,0.01,-,-
0.000464,2,4,1.0,0.05,-,-
0.098861,2,4,1.0,0.1,-,-
0.000004,2,5,0.0,-,0.01,0.01
0.000207,2,5,0.0,-,0.01,0.05
0.000014,2,5,0.0,-,0.01,0.1
0.001121,2,5,0.0,-,0.05,0.01
0.305113,2,5,0.0,-,0.05,0.05
0.000445,2,5,0.0,-,0.05,0.1
0.000631,2,5,0.0,-,0.1,0.01
0.001166,2,5,0.0,-,0.1,0.05
0.000002,2,5,0.0,-,0.1,0.1
0.000005,2,5,0.25,-,0.01,0.01
0.000171,2,5,0.25,-,0.01,0.05
0.000441,2,5,0.25,-,0.01,0.1
0.001144,2,5,0.25,-,0.05,0.01
0.000000,2,5,0.25,-,0.05,0.05
0.000003,2,5,0.25,-,0.05,0.1
0.000042,2,5,0.25,-,0.1,0.01
0.004227,2,5,0.25,-,0.1,0.05
0.000062,2,5,0.25,-,0.1,0.1
0.000019,2,5,0.5,-,0.01,0.01
0.000245,2,5,0.5,-,0.01,0.05
0.000001,2,5,0.5,-,0.01,0.1
0.104839,2,5,0.5,-,0.05,0.01
0.000001,2,5,0.5,-,0.05,0.05
0.000041,2,5,0.5,-,0.05,0.1
0.019854,2,5,0.5,-,0.1,0.01
0.038956,2,5,0.5,-,0.1,0.05
0.000018,2,5,0.5,-,0.1,0.1
0.000810,2,5,0.75,-,0.01,0.01
0.044355,2,5,0.75,-,0.01,0.05
0.000370,2,5,0.75,-,0.01,0.1
0.000001,2,5,0.75,-,0.05,0.01
0.000005,2,5,0.75,-,0.05,0.05
0.012208,2,5,0.75,-,0.05,0.1
0.000006,2,5,0.75,-,0.1,0.01
0.055635,2,5,0.75,-,0.1,0.05
0.000127,2,5,0.75,-,0.1,0.1
0.007278,2,5,1.0,-,0.01,0.01
0.000251,2,5,1.0,-,0.01,0.05
0.003333,2,5,1.0,-,0.01,0.1
0.000140,2,5,1.0,-,0.05,0.01
0.000028,2,5,1.0,-,0.05,0.05
0.000018,2,5,1.0,-,0.05,0.1
0.000417,2,5,1.0,-,0.1,0.01
0.023332,2,5,1.0,-,0.1,0.05
0.000063,2,5,1.0,-,0.1,0.1
0.000002,2,6,0.0,-,0.01,0.01
0.000081,2,6,0.0,-,0.01,0.05
0.000008,2,6,0.0,-,0.01,0.1
0.000008,2,6,0.0,-,0.05,0.01
0.000034,2,6,0.0,-,0.05,0.05
0.000001,2,6,0.0,-,0.05,0.1
0.000007,2,6,0.0,-,0.1,0.01
0.000024,2,6,0.0,-,0.1,0.05
0.000376,2,6,0.0,-,0.1,0.1
0.000023,2,6,0.25,-,0.01,0.01
0.000003,2,6,0.25,-,0.01,0.05
0.000005,2,6,0.25,-,0.01,0.1
0.009683,2,6,0.25,-,0.05,0.01
0.000001,2,6,0.25,-,0.05,0.05
0.040147,2,6,0.25,-,0.05,0.1
0.000086,2,6,0.25,-,0.1,0.01
0.001073,2,6,0.25,-,0.1,0.05
0.000017,2,6,0.25,-,0.1,0.1
0.000109,2,6,0.5,-,0.01,0.01
0.000002,2,6,0.5,-,0.01,0.05
0.000052,2,6,0.5,-,0.01,0.1
0.000474,2,6,0.5,-,0.05,0.01
0.000000,2,6,0.5,-,0.05,0.05
0.000089,2,6,0.5,-,0.05,0.1
0.001951,2,6,0.5,-,0.1,0.01
0.000039,2,6,0.5,-,0.1,0.05
0.000449,2,6,0.5,-,0.1,0.1
0.000002,2,6,0.75,-,0.01,0.01
0.000002,2,6,0.75,-,0.01,0.05
0.000065,2,6,0.75,-,0.01,0.1
0.000728,2,6,0.75,-,0.05,0.01
0.000376,2,6,0.75,-,0.05,0.05
0.000034,2,6,0.75,-,0.05,0.1
0.000012,2,6,0.75,-,0.1,0.01
0.000192,2,6,0.75,-,0.1,0.05
0.000743,2,6,0.75,-,0.1,0.1
0.000002,2,6,1.0,-,0.01,0.01
0.000010,2,6,1.0,-,0.01,0.05
0.000002,2,6,1.0,-,0.01,0.1
0.000001,2,6,1.0,-,0.05,0.01
0.065430,2,6,1.0,-,0.05,0.05
0.080651,2,6,1.0,-,0.05,0.1
0.000000,2,6,1.0,-,0.1,0.01
0.000743,2,6,1.0,-,0.1,0.05
0.000000,2,6,1.0,-,0.1,0.1
