MBF,xover,mutation,mixingfactor,p1,p2,p3
3.309481,3,6,0.5,-,0.5,0.1
3.575085,3,6,0.5,-,0.5,0.3
3.255444,3,6,0.5,-,0.5,0.5
2.929857,3,6,0.5,-,0.5,0.7
3.495306,3,6,0.5,-,0.7,0.1
2.942386,3,6,0.5,-,0.7,0.3
2.665324,3,6,0.5,-,0.7,0.5
3.065813,3,6,0.5,-,0.7,0.7
3.008861,3,6,0.7,-,0.1,0.1
2.774621,3,6,0.7,-,0.1,0.3
3.084888,3,6,0.7,-,0.1,0.5
3.310540,3,6,0.7,-,0.1,0.7
2.244173,3,6,0.7,-,0.3,0.1
3.630919,3,6,0.7,-,0.3,0.3
3.012962,3,6,0.7,-,0.3,0.5
3.379189,3,6,0.7,-,0.3,0.7
3.340643,3,6,0.7,-,0.5,0.1
2.923391,3,6,0.7,-,0.5,0.3
3.113168,3,6,0.7,-,0.5,0.5
3.172645,3,6,0.7,-,0.5,0.7
3.360200,3,6,0.7,-,0.7,0.1
3.163484,3,6,0.7,-,0.7,0.3
3.070979,3,6,0.7,-,0.7,0.5
2.482163,3,6,0.7,-,0.7,0.7
