MBF,xover,mutation,mixingfactor,p1,p2,p3
0.000582,1,6,0.0,-,0.1,0.01
0.000494,1,6,0.0,-,0.1,0.05
0.003823,1,6,0.0,-,0.1,0.1
0.005357,1,6,0.25,-,0.01,0.01
0.000395,1,6,0.25,-,0.01,0.05
0.001017,1,6,0.25,-,0.01,0.1
0.000385,1,6,0.25,-,0.05,0.01
0.000581,1,6,0.25,-,0.05,0.05
0.002483,1,6,0.25,-,0.05,0.1
0.003844,1,6,0.25,-,0.1,0.01
0.000503,1,6,0.25,-,0.1,0.05
0.000148,1,6,0.25,-,0.1,0.1
0.002356,1,6,0.5,-,0.01,0.01
0.009757,1,6,0.5,-,0.01,0.05
0.001053,1,6,0.5,-,0.01,0.1
0.000262,1,6,0.5,-,0.05,0.01
0.002830,1,6,0.5,-,0.05,0.05
0.000165,1,6,0.5,-,0.05,0.1
0.004319,1,6,0.5,-,0.1,0.01
0.012107,1,6,0.5,-,0.1,0.05
0.000671,1,6,0.5,-,0.1,0.1
0.001615,1,6,0.75,-,0.01,0.01
0.004295,1,6,0.75,-,0.01,0.05
0.000066,1,6,0.75,-,0.01,0.1
0.008575,1,6,0.75,-,0.05,0.01
0.000811,1,6,0.75,-,0.05,0.05
0.009523,1,6,0.75,-,0.05,0.1
0.011440,1,6,0.75,-,0.1,0.01
0.045988,1,6,0.75,-,0.1,0.05
0.000092,1,6,0.75,-,0.1,0.1
0.000030,1,6,1.0,-,0.01,0.01
0.034288,1,6,1.0,-,0.01,0.05
0.001812,1,6,1.0,-,0.01,0.1
0.035474,1,6,1.0,-,0.05,0.01
0.001013,1,6,1.0,-,0.05,0.05
0.003713,1,6,1.0,-,0.05,0.1
0.008308,1,6,1.0,-,0.1,0.01
0.000257,1,6,1.0,-,0.1,0.05
0.009088,1,6,1.0,-,0.1,0.1
0.000548,2,4,0.0,0.01,-,-
0.000457,2,4,0.0,0.05,-,-
0.084563,2,4,0.0,0.1,-,-
0.001443,2,4,0.25,0.01,-,-
0.011595,2,4,0.25,0.05,-,-
0.005465,2,4,0.25,0.1,-,-
0.011610,2,4,0.5,0.01,-,-
0.570614,2,4,0.5,0.05,-,-
0.001125,2,4,0.5,0.1,-,-
0.021812,2,4,0.75,0.01,-,-
0.021024,2,4,0.75,0.05,-,-
0.000614,2,4,0.75,0.1,-,-
0.003837,2,4,1.0,0.01,-,-
0.002476,2,4,1.0,0.05,-,-
0.001912,2,4,1.0,0.1,-,-
0.001034,2,5,0.0,-,0.01,0.01
0.000079,2,5,0.0,-,0.01,0.05
0.002016,2,5,0.0,-,0.01,0.1
0.002569,2,5,0.0,-,0.05,0.01
0.001282,2,5,0.0,-,0.05,0.05
0.001351,2,5,0.0,-,0.05,0.1
0.005838,2,5,0.0,-,0.1,0.01
0.013417,2,5,0.0,-,0.1,0.05
0.001263,2,5,0.0,-,0.1,0.1
0.000441,2,5,0.25,-,0.01,0.01
0.000328,2,5,0.25,-,0.01,0.05
0.006893,2,5,0.25,-,0.01,0.1
0.000903,2,5,0.25,-,0.05,0.01
0.000075,2,5,0.25,-,0.05,0.05
0.008805,2,5,0.25,-,0.05,0.1
0.006690,2,5,0.25,-,0.1,0.01
0.000954,2,5,0.25,-,0.1,0.05
0.004092,2,5,0.25,-,0.1,0.1
0.022905,2,5,0.5,-,0.01,0.01
0.002625,2,5,0.5,-,0.01,0.05
0.001729,2,5,0.5,-,0.01,0.1
0.001253,2,5,0.5,-,0.05,0.01
0.001249,2,5,0.5,-,0.05,0.05
0.000312,2,5,0.5,-,0.05,0.1
0.086188,2,5,0.5,-,0.1,0.01
0.159623,2,5,0.5,-,0.1,0.05
0.001371,2,5,0.5,-,0.1,0.1
0.013977,2,5,0.75,-,0.01,0.01
0.003146,2,5,0.75,-,0.01,0.05
0.007905,2,5,0.75,-,0.01,0.1
0.000817,2,5,0.75,-,0.05,0.01
0.005298,2,5,0.75,-,0.05,0.05
0.020752,2,5,0.75,-,0.05,0.1
0.000168,2,5,0.75,-,0.1,0.01
0.000266,2,5,0.75,-,0.1,0.05
0.001347,2,5,0.75,-,0.1,0.1
0.011206,2,5,1.0,-,0.01,0.01
0.005437,2,5,1.0,-,0.01,0.05
0.000496,2,5,1.0,-,0.01,0.1
0.000938,2,5,1.0,-,0.05,0.01
0.007579,2,5,1.0,-,0.05,0.05
0.000355,2,5,1.0,-,0.05,0.1
0.001674,2,5,1.0,-,0.1,0.01
0.000413,2,5,1.0,-,0.1,0.05
0.000965,2,5,1.0,-,0.1,0.1
0.001418,2,6,0.0,-,0.01,0.01
0.002450,2,6,0.0,-,0.01,0.05
0.003544,2,6,0.0,-,0.01,0.1
0.007847,2,6,0.0,-,0.05,0.01
0.000739,2,6,0.0,-,0.05,0.05
0.005244,2,6,0.0,-,0.05,0.1
0.036676,2,6,0.0,-,0.1,0.01
0.006744,2,6,0.0,-,0.1,0.05
0.019311,2,6,0.0,-,0.1,0.1
0.004720,2,6,0.25,-,0.01,0.01
0.009167,2,6,0.25,-,0.01,0.05
0.004180,2,6,0.25,-,0.01,0.1
0.000329,2,6,0.25,-,0.05,0.01
0.001440,2,6,0.25,-,0.05,0.05
0.004192,2,6,0.25,-,0.05,0.1
0.000191,2,6,0.25,-,0.1,0.01
0.001763,2,6,0.25,-,0.1,0.05
0.168670,2,6,0.25,-,0.1,0.1
0.001678,2,6,0.5,-,0.01,0.01
0.000968,2,6,0.5,-,0.01,0.05
0.010346,2,6,0.5,-,0.01,0.1
0.001293,2,6,0.5,-,0.05,0.01
0.000280,2,6,0.5,-,0.05,0.05
0.004275,2,6,0.5,-,0.05,0.1
0.001260,2,6,0.5,-,0.1,0.01
0.000596,2,6,0.5,-,0.1,0.05
0.007168,2,6,0.5,-,0.1,0.1
0.003216,2,6,0.75,-,0.01,0.01
0.004675,2,6,0.75,-,0.01,0.05
0.000247,2,6,0.75,-,0.01,0.1
0.001292,2,6,0.75,-,0.05,0.01
0.000354,2,6,0.75,-,0.05,0.05
0.003438,2,6,0.75,-,0.05,0.1
0.000983,2,6,0.75,-,0.1,0.01
0.004287,2,6,0.75,-,0.1,0.05
0.010222,2,6,0.75,-,0.1,0.1
0.001046,2,6,1.0,-,0.01,0.01
0.000521,2,6,1.0,-,0.01,0.05
0.004196,2,6,1.0,-,0.01,0.1
0.015353,2,6,1.0,-,0.05,0.01
0.034984,2,6,1.0,-,0.05,0.05
0.001168,2,6,1.0,-,0.05,0.1
0.003891,2,6,1.0,-,0.1,0.01
0.000430,2,6,1.0,-,0.1,0.05
0.004886,2,6,1.0,-,0.1,0.1
