MBF,xover,mutation,mixingfactor,p1,p2,p3
7.459133,2,6,0.7,-,0.5,0.1
7.119081,2,6,0.7,-,0.5,0.3
6.851973,2,6,0.7,-,0.5,0.5
7.076702,2,6,0.7,-,0.5,0.7
7.287334,2,6,0.7,-,0.7,0.1
7.464969,2,6,0.7,-,0.7,0.3
7.090981,2,6,0.7,-,0.7,0.5
7.096157,2,6,0.7,-,0.7,0.7
2.110219,3,6,0.1,-,0.1,0.1
2.193328,3,6,0.1,-,0.1,0.3
2.033192,3,6,0.1,-,0.1,0.5
2.677799,3,6,0.1,-,0.1,0.7
3.073053,3,6,0.1,-,0.3,0.1
2.235141,3,6,0.1,-,0.3,0.3
2.621234,3,6,0.1,-,0.3,0.5
2.375515,3,6,0.1,-,0.3,0.7
2.265043,3,6,0.1,-,0.5,0.1
2.393934,3,6,0.1,-,0.5,0.3
1.996293,3,6,0.1,-,0.5,0.5
2.133066,3,6,0.1,-,0.5,0.7
2.213544,3,6,0.1,-,0.7,0.1
2.818240,3,6,0.1,-,0.7,0.3
2.560648,3,6,0.1,-,0.7,0.5
2.058628,3,6,0.1,-,0.7,0.7
2.401972,3,6,0.3,-,0.1,0.1
2.812905,3,6,0.3,-,0.1,0.3
2.528300,3,6,0.3,-,0.1,0.5
2.514438,3,6,0.3,-,0.1,0.7
2.736859,3,6,0.3,-,0.3,0.1
2.475849,3,6,0.3,-,0.3,0.3
2.559207,3,6,0.3,-,0.3,0.5
3.035117,3,6,0.3,-,0.3,0.7
3.039374,3,6,0.3,-,0.5,0.1
2.977004,3,6,0.3,-,0.5,0.3
2.862690,3,6,0.3,-,0.5,0.5
2.700525,3,6,0.3,-,0.5,0.7
2.461448,3,6,0.3,-,0.7,0.1
3.070799,3,6,0.3,-,0.7,0.3
3.069278,3,6,0.3,-,0.7,0.5
1.909969,3,6,0.3,-,0.7,0.7
2.965477,3,6,0.5,-,0.1,0.1
2.373684,3,6,0.5,-,0.1,0.3
2.525911,3,6,0.5,-,0.1,0.5
3.145847,3,6,0.5,-,0.1,0.7
2.857300,3,6,0.5,-,0.3,0.1
3.174684,3,6,0.5,-,0.3,0.3
2.455683,3,6,0.5,-,0.3,0.5
2.195457,3,6,0.5,-,0.3,0.7
3.457292,3,6,0.5,-,0.5,0.1
2.318468,3,6,0.5,-,0.5,0.3
3.666551,3,6,0.5,-,0.5,0.5
3.025875,3,6,0.5,-,0.5,0.7
2.951323,3,6,0.5,-,0.7,0.1
2.658756,3,6,0.5,-,0.7,0.3
2.805419,3,6,0.5,-,0.7,0.5
3.394367,3,6,0.5,-,0.7,0.7
2.969489,3,6,0.7,-,0.1,0.1
3.162517,3,6,0.7,-,0.1,0.3
3.238375,3,6,0.7,-,0.1,0.5
3.307541,3,6,0.7,-,0.1,0.7
3.477843,3,6,0.7,-,0.3,0.1
3.352587,3,6,0.7,-,0.3,0.3
3.498982,3,6,0.7,-,0.3,0.5
3.977799,3,6,0.7,-,0.3,0.7
4.184271,3,6,0.7,-,0.5,0.1
2.746787,3,6,0.7,-,0.5,0.3
3.573891,3,6,0.7,-,0.5,0.5
3.883235,3,6,0.7,-,0.5,0.7
3.267161,3,6,0.7,-,0.7,0.1
3.488839,3,6,0.7,-,0.7,0.3
3.490452,3,6,0.7,-,0.7,0.5
3.304992,3,6,0.7,-,0.7,0.7
